input_entrez_id,symbol,ensembl_gene_id,ensembl_transcript_id,hgnc_id,refseq_id,uniprot_id
7157,,,,,,
672,,,,,,
675,,,,,,
1956,,,,,,
4609,,,,,,
3845,,,,,,
5290,,,,,,
324,,,,,,
5728,,,,,,
5925,,,,,,
7428,,,,,,
4292,,,,,,
4436,,,,,,
472,,,,,,
11200,,,,,,
79728,,,,,,
999,,,,,,
6794,,,,,,
4087,,,,,,
1630,,,,,,
4763,,,,,,
4771,,,,,,
7248,,,,,,
7249,,,,,,
1029,,,,,,
4193,,,,,,
2064,,,,,,
238,,,,,,
5979,,,,,,
4233,,,,,,
2260,,,,,,
2263,,,,,,
2261,,,,,,
5156,,,,,,
3815,,,,,,
2322,,,,,,
3717,,,,,,
4851,,,,,,
1499,,,,,,
8289,,,,,,
2778,,,,,,
4893,,,,,,
3265,,,,,,
673,,,,,,
5594,,,,,,
5595,,,,,,
207,,,,,,
208,,,,,,
2597,,,,,,
60,,,,,,
203068,,,,,,
7389,,,,,,
567,,,,,,
3251,,,,,,
6908,,,,,,
2990,,,,,,
5313,,,,,,
6188,,,,,,
23521,,,,,,
6392,,,,,,
7316,,,,,,
54963,,,,,,
1915,,,,,,
8974,,,,,,
5034,,,,,,
5315,,,,,,
4597,,,,,,
1544,,,,,,
5243,,,,,,
10,,,,,,
1244,,,,,,
1548,,,,,,
1571,,,,,,
2950,,,,,,
2952,,,,,,
1806,,,,,,
7498,,,,,,
1312,,,,,,
4524,,,,,,
7298,,,,,,
2067,,,,,,
944,,,,,,
958,,,,,,
916,,,,,,
925,,,,,,
926,,,,,,
2353,,,,,,
3558,,,,,,
3559,,,,,,
7124,,,,,,
3458,,,,,,
7422,,,,,,
3630,,,,,,
